codi_pais	pais	codi_ccaa	comunitat_autonoma	codi_provincia	provincia	codi_ine	municipi	count_2010_01_01	count_2010_02_01	count_2010_03_01	count_2010_04_01	count_2010_05_01	count_2010_06_01	count_2010_07_01	count_2010_08_01	count_2010_09_01	count_2010_10_01	count_2010_11_01	count_2010_12_01	count_2011_01_01	count_2011_02_01	count_2011_03_01	count_2011_04_01	count_2011_05_01	count_2011_06_01	count_2011_07_01	count_2011_08_01	count_2011_09_01	count_2011_10_01	count_2011_11_01	count_2011_12_01	count_2012_01_01	count_2012_02_01	count_2012_03_01	count_2012_04_01	count_2012_05_01	count_2012_06_01	count_2012_07_01	count_2012_08_01	count_2012_09_01	count_2012_10_01	count_2012_11_01	count_2012_12_01	count_2013_01_01	count_2013_02_01	count_2013_03_01	count_2013_04_01	count_2013_05_01	count_2013_06_01	count_2013_07_01	count_2013_08_01	count_2013_09_01	count_2013_10_01	count_2013_11_01	count_2013_12_01	count_2014_01_01	count_2014_02_01	count_2014_03_01	count_2014_04_01	count_2014_05_01	count_2014_06_01	count_2014_07_01	count_2014_08_01	count_2014_09_01	count_2014_10_01	count_2014_11_01	count_2014_12_01	count_2015_01_01	count_2015_02_01	count_2015_03_01	count_2015_04_01	count_2015_05_01	count_2015_06_01	count_2015_07_01	count_2015_08_01	count_2015_09_01	count_2015_10_01	count_2015_11_01	count_2015_12_01	count_2016_01_01	count_2016_02_01	count_2016_03_01	count_2016_04_01	count_2016_05_01	count_2016_06_01	count_2016_07_01	count_2016_08_01	count_2016_09_01	count_2016_10_01	count_2016_11_01	count_2016_12_01	count_2017_01_01	count_2017_02_01	count_2017_03_01	count_2017_04_01	count_2017_05_01	count_2017_06_01	count_2017_07_01	count_2017_08_01	count_2017_09_01	count_2017_10_01	count_2017_11_01	count_2017_12_01	count_2018_01_01	count_2018_02_01	count_2018_03_01	count_2018_04_01	count_2018_05_01	count_2018_06_01	count_2018_07_01	count_2018_08_01	count_2018_09_01	count_2018_10_01	count_2018_11_01	count_2018_12_01	count_2019_01_01	count_2019_02_01	count_2019_03_01	count_2019_04_01	count_2019_05_01	count_2019_06_01	count_2019_07_01	count_2019_08_01	count_2019_09_01	count_2019_10_01	count_2019_11_01	count_2019_12_01	count_2020_01_01	count_2020_02_01	count_2020_03_01	count_2020_04_01	count_2020_05_01	count_2020_06_01	count_2020_07_01	count_2020_08_01	count_2020_09_01	count_2020_10_01	count_2020_11_01	count_2020_12_01	count_2021_01_01
ES	España	04	Baleares, Islas	07	Balears, Illes	07004	Algaida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	10	10	11	12	12	12	12	12	12	12	12	12	12	13	13	13	13	14	15	15	15	15	16	16	16	16	16	16	16	16	16	16	16	17	18	20	21	21	21	22	22	22	23	23	23	23	23	23	23	24	24	24	24	24	25	25	25	25	25	25	25	25	26	27	27	27	27	27	27	28	28	28	28	28	28	28	28	28	28	29	31	31
ES	España	04	Baleares, Islas	07	Balears, Illes	07005	Andratx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	3	4	4	4	4	4	4	4	4	4	4	4	4	4	5	6	7	7	7	7	7	8	8	8	8	9	10	11	11	12	12	12	12	12	12	12	12	12	13	13	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	15	15	15	15	15	15	15	15	15	15	15	15	16	17	17	17	17	17	17	17	17	17	17	17	17	17
ES	España	04	Baleares, Islas	07	Balears, Illes	07901	Ariany	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ES	España	04	Baleares, Islas	07	Balears, Illes	07006	Artà	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	5	5	5	6	6	7	7	8	8	9	11	11	12	12	12	13	13	14	14	14	14	15	16	17	17	17	18	18	18	19	20	21	22	22	24	25	25	25	26	26	26	27	28	30	30	31	31	31	31	31	31	32	32	32	32	32	32	32	32	32	32	32	32	33	34	35	35	35	36	37	37	37	37	37	37	37	37
ES	España	04	Baleares, Islas	07	Balears, Illes	07007	Banyalbufar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3
ES	España	04	Baleares, Islas	07	Balears, Illes	07008	Binissalem	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	4	5	6	6	6	6	6	6	6	6	7	7	9	9	9	9	9	9	9	9	9	10	11	11	11	11	11	12	12	12	12	13	14	14	15	15	15	15	15	15	16	16	16	17	17	18	18	19	19	20	20	20	21	21	21	21	21	22	22	22	22	22	22	22	22	22	23	22	22	22	22	22	24	24	24	25	25	25	26	28	29	29	30	30	30	31	32	33	33	34	34	34	34	35	35	35	35	35	35	35	35	35	36	37	37
ES	España	04	Baleares, Islas	07	Balears, Illes	07009	Búger	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
ES	España	04	Baleares, Islas	07	Balears, Illes	07010	Bunyola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	9	11	11	12	13	13	13	13	13	14	14	15	15	16	16	16	17	17	17	17	17	17	17	17	17	17	17	18	18	18	18	19	19	19	19	19	19	19	19	19	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	21	21	23	23	23	24	24	23	23	23	23	23	24	24	24	24	24	25	25	26	25	25	27	28	28	28	28	29	29	29	31	32	32	33	33	33	33	33	33	33	33	33	33	33	34	34	34	34	34	35	35
ES	España	04	Baleares, Islas	07	Balears, Illes	07011	Calvià	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	4	4	4	5	6	6	6	6	6	6	6	6	6	7	7	8	10	10	11	11	11	12	13	13	13	13	13	13	14	16	17	17	17	17	17	17	17	17	18	19	19	20	21	21	21	21	21	21	21	22	22	23	23	23	23	23	23	28	28	29	29	29	32	33	34	35	35	35	36	36	37	38	39	40	40	41	41	42	42	43	44	44	43	44	44	44	44	44	46	46	48	48	49	50	51	52	52	52	52	52	52	53	55	57	57
ES	España	04	Baleares, Islas	07	Balears, Illes	07012	Campanet	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	5	5	6	6	6	6	6	6	6	6	6	7	7	7	9	9	9	9	9	9	11	11	11	11	11	11	11	11	12	14	14	14	14	14	14	14	14	14	14	14	15	15	16	16	17	19	19	19	19	19	19	19	20	20	21	21	21	21	21	21	22	22	22	22	23	23	24	24	24	24	24	24	24	24	25	25	25	25	25	26	26	26	26	26	26	26	26	26
ES	España	04	Baleares, Islas	07	Balears, Illes	07013	Campos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	4	4	4	4	4	4	4	4	4	4	5	5	6	6	7	7	8	8	8	8	8	8	8	8	10	10	12	12	12	12	13	13	13	13	14	14	14	14	14	14	14	14	14	14	15	15	15	15	15	15	16	18	18	18	18	20	20	19	19	19	21	21	21	21	21	21	21	21	21	21	21
ES	España	04	Baleares, Islas	07	Balears, Illes	07014	Capdepera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	10	10	10	10	10	10	11	11	11	11	11	11	11	11	11	11	12	12	12	12	12	12	12	12	13	13	13	13	13	13
ES	España	04	Baleares, Islas	07	Balears, Illes	07064	Castell, Es	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	3	5	6	7	7	9	9	10	10	11	11	12	12	13	13	14	14	14	14	14	14	14	14	16	16	16	18	19	19	19	19	19	20	20	20	20	20	21	21	21	21	22	22	22	22	22	22	22	22	22	22	23	25	27	27	27	27	27	27	27	27	27	27	27	27	27	28	29	29	29	29	29	29	29	29	29	29	29	29	30	31	32	33	33	35	36	37	38	38	38	38	38	38	38	39	39	39	39	39
ES	España	04	Baleares, Islas	07	Balears, Illes	07015	Ciutadella de Menorca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	5	7	8	10	10	10	13	14	14	15	15	15	18	20	22	22	23	24	24	26	26	27	27	28	28	28	28	28	29	30	30	30	30	31	31	31	33	33	33	33	33	34	34	38	38	38	40	47	50	51	54	56	56	57	60	61	61	60	61	64	68	71	73	74	75	76	79	82	82	84	85	87	88	88	90	92	92	92	96	97	99	101	101	102	103	103	104	106	106	106	107	106	107	110	112
ES	España	04	Baleares, Islas	07	Balears, Illes	07016	Consell	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	2	2	2	3	3	3	4	4	4	5	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	10	10	10	11	11	11	11	11	11	11	11	12	12	12	12	12	13	13	13	13	13	13	13	13	13	13	13	13	14	14	14	15	15	17	18	18	18	18	18	18	18	18	18	18	19	19	19
ES	España	04	Baleares, Islas	07	Balears, Illes	07017	Costitx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	7	7	7	7
ES	España	04	Baleares, Islas	07	Balears, Illes	07018	Deyá	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
ES	España	04	Baleares, Islas	07	Balears, Illes	07026	Eivissa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	10	11	13	17	18	18	18	18	19	20	22	24	24	24	27	30	30	30	30	30	30	30	30	32	33	34	35	37	38	40	41	41	43	43	43	43	44	45	46	46	47	47	47	49	49	48	48	48	49	49	50	50	50	50	51	52	53	53	53	54	55	55	55	56	56	57	59	59	60	61	61	61	61	61	62	64	64	64	64	64	65	65	65	64	65	66	68	68	68	68	68	68	68	67	67	68	68	68
ES	España	04	Baleares, Islas	07	Balears, Illes	07020	Esporles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	8	8	8	9	9	10	10	10	11	11	12	12	12	14	14	14	14	14	16	16	16	16	18	18	18	20	20	20	21	21	21	22	22	22	23	23	23	24	25	27	29	29	30	30	31	31	31	32	33	34	35	35	35	36	36	37	39	40	42	43	43	44	46	46	46	46	46	46	46	46	46	47	50	51	52	53	55	55	55	56	59	60	60	60	61	61	61	61	61	62	62	62	63	63	66	70	71	71	72	72	72	72	72	72	73	73	73	73
ES	España	04	Baleares, Islas	07	Balears, Illes	07021	Estellencs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3
ES	España	04	Baleares, Islas	07	Balears, Illes	07022	Felanitx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	9	10	10	10	10	11	12	13	13	13	13	13	13	13	14	15	15	15	15	15	15	16	16	16	16	16	16	16	16	16	16	16	17	17	18	21	23	23	23	23	23	23	23	24	24	24	24	26	26	26	27	27	28	28	28	28	28	29	29	29	29	29	29	30	31	31	32	32	33	33	35	36	37	37	37	37	37	37	38	38	38	38	39
ES	España	04	Baleares, Islas	07	Balears, Illes	07023	Ferreries	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	5	7	7	7	8	8	8	8	9	9	10	10	11	11	11	11	11	12	13	13	13	13	14	14	14	15	15	15	16	16	16	17	17	17	17	17	17	18	20	20	21	21	21	22	22	22	22	22	23	24	24	24	24	26	26	26	26	26	26	26	26	26	26	26	27	27	27	27	27	27	28	29	30	30	30	30	30	30	30	30	30	30	30	30	30	30
ES	España	04	Baleares, Islas	07	Balears, Illes	07024	Formentera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	3	3	3	3	3	3	3	5	6	6	6	7	8	8	8	8	8	8	9	9	9	10	10	10	11	12	12	12	12	12	12	12	14	14	14	14	14	15	15	15	15	15	15	15	15	15	15	15	15	15	15	17	17	17	17	17	18	18	18	18	18	18	19	19	19	19	19	19	19	19	19	20
ES	España	04	Baleares, Islas	07	Balears, Illes	07027	Inca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7	9	9	12	12	12	12	13	13	13	15	15	16	17	18	18	18	19	19	21	22	22	22	24	25	25	25	25	26	26	26	27	27	28	28	29	29	30	30	33	33	33	34	36	37	38	39	39	39	40	40	41	41	41	41	43	43	43	45	47	48	48	48	49	51	52	52	52	52	52	51	52	54	56	56	57	57	57	57	58	60	60	61	62	63	63	63	64	64	64	65	65	65	67	68	68	68	68	68	68	67	67	67	68	68	68	68	68
ES	España	04	Baleares, Islas	07	Balears, Illes	07028	Lloret de Vistalegre	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	4	4	4	5	6	6	6	7	8	8	9	9	9	9	9	9	9	9	9	9	8	9	9	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	11	11	11	11	11	11	11	11	11	11	11	11
ES	España	04	Baleares, Islas	07	Balears, Illes	07029	Lloseta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	5	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	9	9	9	9	9	9	9	9	10	10	10	10	10	10	10	10
ES	España	04	Baleares, Islas	07	Balears, Illes	07030	Llubí	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	6	6	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8
ES	España	04	Baleares, Islas	07	Balears, Illes	07031	Llucmajor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	4	5	7	7	8	8	8	8	9	9	10	11	11	12	13	13	14	14	14	14	14	14	15	16	17	17	17	17	17	17	17	19	20	20	20	21	21	21	22	22	24	24	24	26	26	26	26	26	27	27	28	28	29	29	30	31	32	34	34	34	35	36	36	36	37	37	37	37	38	38	39	39	42	43	43	43	43	43	43	43	43	43	44	44	46	47	48	49	49	50	51	51	52	54	54	54	54	54	54	55	55	55	55	55
ES	España	04	Baleares, Islas	07	Balears, Illes	07033	Manacor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	9	14	14	14	14	15	16	17	19	19	20	21	21	21	20	20	20	22	24	26	27	28	30	30	31	31	32	32	32	33	35	35	38	38	38	38	38	38	38	38	39	39	40	41	41	42	42	42	42	44	44	45	45	45	45	45	45	45	47	48	51	52	54	55	56	57	57	58	60	60	62	64	67	68	69	71	72	72	73	74	76	76	76	77	79	81	83	83	85	86	89	89	90	91	94	95	95	95	99	99	102	102	102	104	104	106
ES	España	04	Baleares, Islas	07	Balears, Illes	07034	Mancor de la Vall	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
ES	España	04	Baleares, Islas	07	Balears, Illes	07032	Maó	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	6	7	7	10	12	15	18	22	23	24	25	25	26	26	26	27	28	29	31	32	34	34	36	38	39	41	43	44	44	45	46	47	48	50	52	53	54	55	56	58	58	61	61	64	64	67	67	67	68	69	69	70	73	77	77	82	89	93	95	95	96	96	98	99	102	105	107	110	110	113	114	114	115	116	116	116	116	116	118	122	122	122	125	124	125	128	130	133	133	139	142	144	145	145	145	146	147	147	148	148	150	150	151
ES	España	04	Baleares, Islas	07	Balears, Illes	07035	Maria de la Salut	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	3	3	3	2	2	3	3	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	9	9
ES	España	04	Baleares, Islas	07	Balears, Illes	07036	Marratxí	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	8	9	9	10	12	13	13	13	13	13	13	15	16	18	18	18	20	20	20	21	21	23	26	27	27	27	27	27	30	30	30	31	33	35	38	38	39	39	40	40	40	41	41	42	45	45	46	46	47	48	48	48	48	49	49	49	51	51	51	53	55	55	57	57	59	60	60	61	62	61	61	61	62	62	64	66	69	69	69	69	70	70	73	74	73	74	75	80	82	83	83	83	84	84	85	87	86	86	87	88	88	88	88	88	89	89
ES	España	04	Baleares, Islas	07	Balears, Illes	07037	Mercadal, Es	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	2	2	4	4	5	5	5	5	5	5	5	5	5	5	5	7	7	7	7	7	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	10	10	11	11	11	11	11	11	11	11	11	11	11	11	11	12	14	15	15	15	15	15	15	15	15	15	15	15	15	15	17	17	17	17	17	17	17	17	17	18	18	18	18	18	18	18	19	19	19	21	22	23	23	23	25	25	25	26	26	26	26	26	26
ES	España	04	Baleares, Islas	07	Balears, Illes	07902	Migjorn Gran, Es	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	3	3	3	3	3	3	3	3	3	3	3	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	9	9	9	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	12	12	12	12	12	12	12	12	12	13	12	12	12	13
ES	España	04	Baleares, Islas	07	Balears, Illes	07038	Montuïri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	3	3	3	3	3	3	3	4	4	4	5	5	5	5	5	5	5	5	6	6	6	7	7	8	8	8	9	9	10	10	10	10	10	10	10	10	10	11	11	12	13	13	13	13	13	14	14	14	14	14	15	15	15	15	16	16	16	16	16	16	16	16	16	16	17	17	17	18	19
ES	España	04	Baleares, Islas	07	Balears, Illes	07039	Muro	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	3	3	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	6	6	6	6	6	7	7	7	7	7	7	7
ES	España	04	Baleares, Islas	07	Balears, Illes	07040	Palma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	61	75	75	111	118	123	129	132	138	146	154	165	177	195	204	208	217	221	228	238	244	251	256	265	275	287	295	302	309	312	318	323	332	337	350	357	369	381	390	400	408	424	433	438	446	450	463	472	485	494	497	505	511	517	523	529	535	546	557	564	601	624	633	644	652	664	669	678	682	687	698	707	723	730	744	754	762	770	784	789	803	817	835	839	852	861	865	874	878	891	893	902	923	931	942	957	965	972	967	973	978	983	998	1002	1006	1016	1017	1020
ES	España	04	Baleares, Islas	07	Balears, Illes	07041	Petra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	4	4	4	4	4	4	5	5	5	6	7	8	8	8	8	8	8	8	8	8	8	9	9	10	10	10	10	10	10	10	11	12	12	12	13	13	13	13	13	13	13	13	13	13
ES	España	04	Baleares, Islas	07	Balears, Illes	07044	Pobla, Sa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	5	5	6	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	9	9	9	9	9	9	9	10	10	10	10	10	10	11	11	11	12	11	12	13	14	14	14	14	14	14	14	14	14	14	16	16	16	16	18	18	18	18	18	18	19	19	19	19	19	21	21	21	21	21	21	21	21	21	21	21	21	21	21	21	22	22	24	24	24	24
ES	España	04	Baleares, Islas	07	Balears, Illes	07042	Pollença	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	7	7	8	9	10	11	11	12	12	12	13	14	14	15	15	15	16	16	17	17	18	19	19	19	19	19	19	19	19	20	20	21	22	23	25	26	27	28	28	29	30	31	32	33	35	36	36	37	37	37	37	37	37	37	38	39	40	42	44	44	45	45	45	45	46	46	46	47	47	48	52	53	54	55	55	55	55	55	57	58	59	59	59	59	59	59	61	62	63	63	63	65	66	67	67	68	69	69	69	70	71	71	71	72	72
ES	España	04	Baleares, Islas	07	Balears, Illes	07043	Porreres	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	5	6	7	7	7	7	7	8	8	8	8	8	8	9	9	9	10	10	10	10	11	11	11	11	12	12	12	12	12	12	12	12	12	13	13	13	13	14	14	16	16	16	16	16	17	17	17	17	18	18	18	18	18	18	18	18	18	18	18	18
