code	name	population
41028	Castilleja de Guzmán	2833
41029	Castilleja de la Cuesta	17516
41030	Castilleja del Campo	640
41031	Castillo de las Guardas, El	1468
41032	Cazalla de la Sierra	4684
41033	Constantina	5864
41034	Coria del Río	30908
41035	Coripe	1238
41036	Coronil, El	4717
41037	Corrales, Los	3938
41038	Dos Hermanas	135050
41039	Écija	39893
41040	Espartinas	15824
41041	Estepa	12497
41042	Fuentes de Andalucía	7152
41043	Garrobo, El	782
41044	Gelves	10193
41045	Gerena	7674
41046	Gilena	3727
41047	Gines	13428
41048	Guadalcanal	2608
41049	Guillena	12903
41050	Herrera	6464
41051	Huévar del Aljarafe	3060
41052	Lantejuela	3846
41053	Lebrija	27578
41054	Lora de Estepa	873
41055	Lora del Río	18630
41056	Luisiana, La	4578
41057	Madroño, El	287
41058	Mairena del Alcor	23698
41059	Mairena del Aljarafe	46555
41060	Marchena	19329
41061	Marinaleda	2592
41062	Martín de la Jara	2665
41063	Molares, Los	3518
41064	Montellano	7053
41065	Morón de la Frontera	27633
41066	Navas de la Concepción, Las	1542
41067	Olivares	9466
41068	Osuna	17621
41069	Palacios y Villafranca, Los	38548
41070	Palomares del Río	8843
41071	Paradas	6857
41072	Pedrera	5158
41073	Pedroso, El	2009
41074	Peñaflor	3639
41075	Pilas	13952
41076	Pruna	2605
41077	Puebla de Cazalla, La	10932
41078	Puebla de los Infantes, La	2980
41079	Puebla del Río, La	11920
41080	Real de la Jara, El	1494
41081	Rinconada, La	39062
41082	Roda de Andalucía, La	4175
41083	Ronquillo, El	1377
41084	Rubio, El	3369
41085	Salteras	5564
41086	San Juan de Aznalfarache	21774
41087	Sanlúcar la Mayor	13943
41088	San Nicolás del Puerto	596
41089	Santiponce	8538
41090	Saucejo, El	4235
41091	Sevilla	691395
41092	Tocina	9486
41093	Tomares	25455
41094	Umbrete	9000
41095	Utrera	50962
41096	Valencina de la Concepción	7776
41097	Villamanrique de la Condesa	4477
41098	Villanueva del Ariscal	6591
41099	Villanueva del Río y Minas	4847
41100	Villanueva de San Juan	1090
41101	Villaverde del Río	7842
41102	Viso del Alcor, El	19324
41901	Cañada Rosal	3325
41902	Isla Mayor	5825
41903	Cuervo de Sevilla, El	8656
41904	Palmar de Troya, El	2343
42001	Abejar	286
42003	Adradas	59
42004	Ágreda	3026
42006	Alconaba	179
42007	Alcubilla de Avellaneda	105
42008	Alcubilla de las Peñas	52
42009	Aldealafuente	88
42010	Aldealices	35
42011	Aldealpozo	15
42012	Aldealseñor	29
42013	Aldehuela de Periáñez	32
42014	Aldehuelas, Las	60
42015	Alentisque	30
42016	Aliud	20
42017	Almajano	191
42018	Almaluez	130
42019	Almarza	602
42020	Almazán	5734
42020	Almazán	5648
42020	Almazán	5526
42020	Almazán	5526
42020	Almazán	5489
42020	Almazán	5477
42021	Almazul	62
42022	Almenar de Soria	232
42023	Alpanseque	56
42024	Arancón	84
42025	Arcos de Jalón	1454
42026	Arenillas	47
42027	Arévalo de la Sierra	76
42028	Ausejo de la Sierra	87
42029	Baraona	133
42030	Barca	103
42031	Barcones	20
42032	Bayubas de Abajo	141
42033	Bayubas de Arriba	53
42034	Beratón	38
42035	Berlanga de Duero	842
42036	Blacos	44
42037	Bliecos	31
42038	Borjabad	33
42039	Borobia	246
42041	Buberos	31
42042	Buitrago	69
42043	Burgo de Osma-Ciudad de Osma	5038
42044	Cabrejas del Campo	51
42045	Cabrejas del Pinar	352
42046	Calatañazor	51
42048	Caltojar	56
42049	Candilichera	108
42050	Cañamaque	34
42051	Carabantes	14
42052	Caracena	14
42053	Carrascosa de Abajo	20
42054	Carrascosa de la Sierra	17
42055	Casarejos	161
42056	Castilfrío de la Sierra	37
42057	Castilruiz	161
42058	Castillejo de Robledo	101
42059	Centenera de Andaluz	19
42060	Cerbón	27
42061	Cidones	300
42062	Cigudosa	21
42063	Cihuela	48
42064	Ciria	79
42065	Cirujales del Río	22
42068	Coscurita	77
42069	Covaleda	1644
42070	Cubilla	31
42071	Cubo de la Solana	181
42073	Cueva de Ágreda	71
42075	Dévanos	78
42076	Deza	217
42078	Duruelo de la Sierra	1088
42079	Escobosa de Almazán	20
42080	Espeja de San Marcelino	150
42081	Espejón	147
42082	Estepa de San Juan	9
42083	Frechilla de Almazán	23
42084	Fresno de Caracena	20
42085	Fuentearmegil	171
42086	Fuentecambrón	32
42087	Fuentecantos	63
42088	Fuentelmonge	66
42089	Fuentelsaz de Soria	61
42090	Fuentepinilla	82
42092	Fuentes de Magaña	59
42093	Fuentestrún	44
42094	Garray	721
42095	Golmayo	2778
42096	Gómara	294
42097	Gormaz	20
42098	Herrera de Soria	9
42100	Hinojosa del Campo	29
42103	Langa de Duero	683
42105	Liceras	47
42106	Losilla, La	13
42107	Magaña	68
42108	Maján	9
42110	Matalebreras	67
42111	Matamala de Almazán	283
42113	Medinaceli	682
42115	Miño de Medinaceli	87
42116	Miño de San Esteban	38
42117	Molinos de Duero	158
42118	Momblona	18
42119	Monteagudo de las Vicarías	176
42120	Montejo de Tiermes	151
42121	Montenegro de Cameros	54
42123	Morón de Almazán	194
42124	Muriel de la Fuente	58
42125	Muriel Viejo	79
42127	Nafría de Ucero	33
42128	Narros	46
42129	Navaleno	768
42130	Nepas	52
42131	Nolay	55
42132	Noviercas	154
42134	Ólvega	3675
42135	Oncala	71
42139	Pinilla del Campo	21
42140	Portillo de Soria	15
42141	Póveda de Soria, La	104
42142	Pozalmuro	50
42144	Quintana Redonda	492
42145	Quintanas de Gormaz	142
42148	Quiñonería	9
42149	Rábanos, Los	445
42151	Rebollar	42
42152	Recuerda	71
42153	Rello	15
42154	Renieblas	103
42155	Retortillo de Soria	156
42156	Reznos	33
42157	Riba de Escalote, La	11
42158	Rioseco de Soria	124
42159	Rollamienta	40
42160	Royo, El	272
42161	Salduero	152
42162	San Esteban de Gormaz	2956
42163	San Felices	53
42164	San Leonardo de Yagüe	2054
42165	San Pedro Manrique	623
42166	Santa Cruz de Yanguas	65
42167	Santa María de Huerta	260
42168	Santa María de las Hoyas	94
42171	Serón de Nágima	128
42172	Soliedra	31
42173	Soria	39821
42174	Sotillo del Rincón	176
42175	Suellacabras	24
42176	Tajahuerce	26
42177	Tajueco	58
42178	Talveila	96
42181	Tardelcuende	414
42182	Taroda	47
42183	Tejado	101
42184	Torlengua	56
42185	Torreblacos	24
42187	Torrubia de Soria	64
42188	Trévago	45
42189	Ucero	50
42190	Vadillo	89
42191	Valdeavellano de Tera	202
42192	Valdegeña	34
42193	Valdelagua del Cerro	14
42194	Valdemaluque	147
42195	Valdenebro	94
42196	Valdeprado	7
42197	Valderrodilla	68
42198	Valtajeros	18
42200	Velamazán	73
42201	Velilla de la Sierra	24
42202	Velilla de los Ajos	19
42204	Viana de Duero	54
42205	Villaciervos	79
42206	Villanueva de Gormaz	8
42207	Villar del Ala	49
42208	Villar del Campo	22
42209	Villar del Río	144
42211	Villares de Soria, Los	88
42212	Villasayas	66
42213	Villaseca de Arciel	27
42215	Vinuesa	847
42216	Vizmanos	29
42217	Vozmediano	38
42218	Yanguas	103
42219	Yelo	45
43001	Aiguamúrcia	930
43002	Albinyana	2468
43003	Albiol, L'	500
43004	Alcanar	9434
43005	Alcover	5144
43006	Aldover	905
43007	Aleixar, L'	893
43008	Alfara de Carles	376
43009	Alforja	1783
43010	Alió	458
43011	Almoster	1341
43012	Altafulla	5307
43013	Ametlla de Mar, L'	6866
43014	Amposta	21115
43015	Arbolí	127
43016	Arboç, L'	5609
43017	Argentera, L'	117
43018	Arnes	444
43019	Ascó	1644
43020	Banyeres del Penedès	3207
43021	Barberà de la Conca	471
43022	Batea	1901
43023	Bellmunt del Priorat	273
43024	Bellvei	2237
43025	Benifallet	723
43026	Benissanet	1140
43027	Bisbal de Falset, La	211
43028	Bisbal del Penedès, La	3631
43029	Blancafort	382
43030	Bonastre	685
43031	Borges del Camp, Les	2056
43032	Bot	554
43033	Botarell	1077
43034	Bràfim	695
43035	Cabacés	302
43036	Cabra del Camp	1175
43037	Calafell	27601
43038	Cambrils	34734
43039	Capafonts	111
43040	Capçanes	392
43041	Caseres	237
43042	Castellvell del Camp	2828
43043	Catllar, El	4557
43044	Sénia, La	5640
43045	Colldejou	168
43046	Conesa	100
43047	Constantí	6665
43048	Corbera d'Ebre	1003
43049	Cornudella de Montsant	944
43050	Creixell	3758
43051	Cunit	13533
43052	Xerta	1154
43053	Duesaigües	244
43054	Espluga de Francolí, L'	3736
43055	Falset	2735
43056	Fatarella, La	926
43057	Febró, La	40
43058	Figuera, La	114
43059	Figuerola del Camp	329
43060	Flix	3410
43061	Forès	43
43062	Freginals	385
43063	Galera, La	736
43064	Gandesa	3096
43065	Garcia	527
43066	Garidells, Els	190
43067	Ginestar	764
43068	Godall	598
43069	Gratallops	237
43070	Guiamets, Els	278
43071	Horta de Sant Joan	1146
43072	Lloar, El	105
43073	Llorac	91
43074	Llorenç del Penedès	2395
43075	Margalef	106
43076	Marçà	600
43077	Mas de Barberans	564
43078	Masdenverge	1071
43079	Masllorenç	505
43080	Masó, La	280
43081	Maspujols	823
43082	Masroig, El	492
43083	Milà, El	190
43084	Miravet	706
43085	Molar, El	291
43086	Montblanc	7379
43088	Montbrió del Camp	2909
43089	Montferri	403
43090	Montmell, El	1582
43091	Mont-ral	168
43092	Mont-roig del Camp	12460
43093	Móra d'Ebre	5695
43094	Móra la Nova	3108
43095	Morell, El	3742
43096	Morera de Montsant, La	159
43097	Nou de Gaià, La	600
43098	Nulles	509
43099	Palma d'Ebre, La	338
43100	Pallaresos, Els	4850
43101	Passanant i Belltall	155
43102	Paüls	545
43103	Perafort	1264
43104	Perelló, El	2826
43105	Piles, Les	210
43106	Pinell de Brai, El	1008
43107	Pira	503
43108	Pla de Santa Maria, El	2348
43109	Pobla de Mafumet, La	3971
43110	Pobla de Massaluca, La	317
43111	Pobla de Montornès, La	2884
43112	Poboleda	321
43113	Pont d'Armentera, El	488
43114	Porrera	424
43115	Pradell de la Teixeta	158
43116	Prades	588
43117	Prat de Comte	177
43118	Pratdip	726
43119	Puigpelat	1163
43120	Querol	518
43121	Rasquera	783
43122	Renau	162
43123	Reus	106168
43124	Riba, La	585
43125	Riba-roja d'Ebre	1110
43126	Riera de Gaià, La	1742
43127	Riudecanyes	1146
43128	Riudecols	1189
43129	Riudoms	6569
43130	Rocafort de Queralt	211
43131	Roda de Berà	6785
43132	Rodonyà	494
43133	Roquetes	8079
43134	Rourell, El	372
43135	Salomó	549
43136	Sant Carles de la Ràpita	14953
43137	Sant Jaume dels Domenys	2624
43138	Santa Bàrbara	3715
43139	Santa Coloma de Queralt	2672
43140	Santa Oliva	3353
43141	Pontils	122
43142	Sarral	1538
43143	Savallà del Comtat	53
43144	Secuita, La	1708
43145	Selva del Camp, La	5683
43146	Senan	44
43147	Solivella	632
43148	Tarragona	136496
43149	Tivenys	902
43150	Tivissa	1619
43151	Torre de Fontaubella, La	131
43152	Torre de l'Espanyol, La	601
43153	Torredembarra	16567
43154	Torroja del Priorat	152
43155	Tortosa	33439
43156	Ulldecona	6525
43157	Ulldemolins	398
43158	Vallclara	88
43159	Vallfogona de Riucorb	77
43160	Vallmoll	1774
43161	Valls	24477
43162	Vandellòs i l'Hospitalet de l'Infant	6603
43163	Vendrell, El	38373
43164	Vespella de Gaià	417
43165	Vilabella	729
43166	Vilallonga del Camp	2405
43167	Vilanova d'Escornalbou	565
43168	Vilanova de Prades	107
43169	Vilaplana	555
43170	Vila-rodona	1276
43171	Vila-seca	22555
43172	Vilaverd	443
43173	Vilella Alta, La	133
43174	Vilella Baixa, La	204
43175	Vilalba dels Arcs	621
43176	Vimbodí i Poblet	890
43177	Vinebre	425
43178	Vinyols i els Arcs	2124
43901	Deltebre	11578
43902	Sant Jaume d'Enveja	3527
43903	Camarles	3194
43904	Aldea, L'	4147
43905	Salou	28526
43906	Ampolla, L'	3277
43907	Canonja, La	5956
44001	Ababuj	77
44002	Abejuela	50
44003	Aguatón	19
44004	Aguaviva	516
44005	Aguilar del Alfambra	69
44006	Alacón	238
44007	Alba	165
44008	Albalate del Arzobispo	1972
44009	Albarracín	1006
44010	Albentosa	289
44011	Alcaine	53
44012	Alcalá de la Selva	331
44013	Alcañiz	16006
44014	Alcorisa	3298
44016	Alfambra	482
44017	Aliaga	326
44018	Almohaja	14
44019	Alobras	64
44020	Alpeñés	21
44021	Allepuz	124
44022	Alloza	572
44023	Allueva	24
44024	Anadón	32
44025	Andorra	7345
44026	Arcos de las Salinas	118
44027	Arens de Lledó	205
44028	Argente	193
44029	Ariño	714
44031	Azaila	93
44032	Bádenas	19
44033	Báguena	285
44034	Bañón	146
44035	Barrachina	109
44036	Bea	29
44037	Beceite	531
44038	Belmonte de San José	123
44039	Bello	219
44040	Berge	241
44041	Bezas	67
44042	Blancas	125
44043	Blesa	92
44044	Bordón	105
44045	Bronchales	417
44046	Bueña	49
44047	Burbáguena	211
44048	Cabra de Mora	51
44049	Calaceite	978
44050	Calamocha	4429
44051	Calanda	3822
44052	Calomarde	74
44053	Camañas	133
44054	Camarena de la Sierra	107
44055	Camarillas	92
44056	Caminreal	615
44059	Cantavieja	729
44060	Cañada de Benatanduz	33
44061	Cañada de Verich, La	92
44062	Cañada Vellida	36
44063	Cañizar del Olivar	100
44064	Cascante del Río	67
44065	Castejón de Tornos	55
44066	Castel de Cabra	93
44067	Castelnou	134
44068	Castelserás	800
44070	Castellar, El	55
44071	Castellote	676
44074	Cedrillas	639
44075	Celadas	367
44076	Cella	2571
44077	Cerollera, La	88
44080	Codoñera, La	319
44082	Corbalán	109
44084	Cortes de Aragón	60
44085	Cosa	51
44086	Cretas	554
44087	Crivillén	86
44088	Cuba, La	43
44089	Cubla	55
44090	Cucalón	78
44092	Cuervo, El	80
44093	Cuevas de Almudén	118
44094	Cuevas Labradas	137
44096	Ejulve	177
44097	Escorihuela	136
44099	Escucha	801
44100	Estercuel	205
44101	Ferreruela de Huerva	64
44102	Fonfría	26
44103	Formiche Alto	148
44105	Fórnoles	74
44106	Fortanete	202
44107	Foz-Calanda	258
44108	Fresneda, La	443
44109	Frías de Albarracín	104
44110	Fuenferrada	36
44111	Fuentes Calientes	91
44112	Fuentes Claras	445
44113	Fuentes de Rubielos	124
44114	Fuentespalda	282
44115	Galve	160
44116	Gargallo	97
44117	Gea de Albarracín	370
44118	Ginebrosa, La	197
44119	Griegos	138
44120	Guadalaviar	244
44121	Gúdar	77
44122	Híjar	1754
44123	Hinojosa de Jarque	112
44124	Hoz de la Vieja, La	81
44125	Huesa del Común	69
44126	Iglesuela del Cid, La	402
44127	Jabaloyas	59
44128	Jarque de la Val	62
44129	Jatiel	39
44130	Jorcas	29
44131	Josa	34
44132	Lagueruela	69
44133	Lanzuela	22
44135	Libros	100
44136	Lidón	54
44137	Linares de Mora	225
44138	Loscos	125
44141	Lledó	155
44142	Maicas	31
44143	Manzanera	516
44144	Martín del Río	387
44145	Mas de las Matas	1258
44146	Mata de los Olmos, La	261
44147	Mazaleón	511
44148	Mezquita de Jarque	89
44149	Mirambel	116
44150	Miravete de la Sierra	38
44151	Molinos	222
44152	Monforte de Moyuela	71
44153	Monreal del Campo	2487
44154	Monroyo	332
44155	Montalbán	1245
44156	Monteagudo del Castillo	49
44157	Monterde de Albarracín	56
44158	Mora de Rubielos	1512
44159	Moscardón	55
44160	Mosqueruela	532
44161	Muniesa	583
44163	Noguera de Albarracín	139
44164	Nogueras	21
44165	Nogueruelas	210
44167	Obón	34
44168	Odón	203
44169	Ojos Negros	341
44171	Olba	233
44172	Oliete	343
44173	Olmos, Los	118
44174	Orihuela del Tremedal	450
44175	Orrios	128
44176	Palomar de Arroyos	170
44177	Pancrudo	119
44178	Parras de Castellote, Las	55
44179	Peñarroya de Tastavins	446
44180	Peracense	77
44181	Peralejos	83
44182	Perales del Alfambra	236
44183	Pitarque	68
44184	Plou	50
44185	Pobo, El	108
44187	Portellada, La	236
44189	Pozondón	43
44190	Pozuel del Campo	63
44191	Puebla de Híjar, La	899
44192	Puebla de Valverde, La	451
44193	Puertomingalvo	117
44194	Ráfales	139
44195	Rillo	85
44196	Riodeva	134
44197	Ródenas	62
44198	Royuela	210
44199	Rubiales	49
44200	Rubielos de la Cérida	39
44201	Rubielos de Mora	635
44203	Salcedillo	11
44204	Saldón	24
44205	Samper de Calanda	721
44206	San Agustín	123
44207	San Martín del Río	132
44208	Santa Cruz de Nogueras	30
44209	Santa Eulalia	1050
44210	Sarrión	1148
44211	Segura de los Baños	41
44212	Seno	39
44213	Singra	83
44215	Terriente	180
44216	Teruel	36240
44217	Toril y Masegoso	33
44218	Tormón	25
44219	Tornos	202
44220	Torralba de los Sisones	157
44221	Torrecilla de Alcañiz	439
44222	Torrecilla del Rebollar	123
44223	Torre de Arcas	94
44224	Torre de las Arcas	29
44225	Torre del Compte	117
44226	Torrelacárcel	143
44227	Torre los Negros	83
44228	Torremocha de Jiloca	107
44229	Torres de Albarracín	185
44230	Torrevelilla	170
44231	Torrijas	43
44232	Torrijo del Campo	447
44234	Tramacastiel	67
44235	Tramacastilla	104
44236	Tronchón	68
44237	Urrea de Gaén	427
44238	Utrillas	3006
44239	Valacloche	20
44240	Valbona	172
44241	Valdealgorfa	595
44243	Valdecuenca	32
44244	Valdelinares	92
44245	Valdeltormo	281
44246	Valderrobres	2435
44247	Valjunquera	338
44249	Vallecillo, El	44
44250	Veguillas de la Sierra	21
44251	Villafranca del Campo	285
44252	Villahermosa del Campo	83
44256	Villanueva del Rebollar de la Sierra	42
44257	Villar del Cobo	160
44258	Villar del Salz	61
44260	Villarluengo	171
44261	Villarquemado	841
44262	Villarroya de los Pinares	161
44263	Villastar	507
44264	Villel	333
44265	Vinaceite	231
44266	Visiedo	131
44267	Vivel del Río Martín	72
44268	Zoma, La	32
45001	Ajofrín	2259
45002	Alameda de la Sagra	3734
45003	Albarreal de Tajo	679
45004	Alcabón	664
45005	Alcañizo	274
45006	Alcaudete de la Jara	1660
45007	Alcolea de Tajo	807
45008	Aldea en Cabo	168
45009	Aldeanueva de Barbarroya	501
45010	Aldeanueva de San Bartolomé	414
45011	Almendral de la Cañada	323
45012	Almonacid de Toledo	810
45013	Almorox	2170
45014	Añover de Tajo	5176
45015	Arcicóllar	908
45016	Argés	6563
45017	Azután	290
45018	Barcience	883
45019	Bargas	10535
45020	Belvís de la Jara	1535
45021	Borox	3958
45022	Buenaventura	423
45023	Burguillos de Toledo	3288
45024	Burujón	1307
45025	Cabañas de la Sagra	1857
45026	Cabañas de Yepes	260
45027	Cabezamesada	343
45028	Calera y Chozas	4608
45029	Caleruela	209
45030	Calzada de Oropesa	523
45031	Camarena	4082
45032	Camarenilla	577
45033	Campillo de la Jara, El	342
45034	Camuñas	1752
45035	Cardiel de los Montes	352
45036	Carmena	768
45037	Carpio de Tajo, El	1816
45038	Carranque	4953
45039	Carriches	260
45040	Casar de Escalona, El	1718
45041	Casarrubios del Monte	5995
45042	Casasbuenas	187
45043	Castillo de Bayuela	920
45045	Cazalegas	1813
45046	Cebolla	3209
45047	Cedillo del Condado	3826
45048	Cerralbos, Los	414
45049	Cervera de los Montes	499
45050	Ciruelos	569
45051	Cobeja	2366
45052	Cobisa	4306
45053	Consuegra	9970
45054	Corral de Almaguer	5246
45055	Cuerva	1299
45056	Chozas de Canales	4104
45057	Chueca	251
45058	Domingo Pérez	345
45059	Dosbarrios	2260
45060	Erustes	189
45061	Escalona	3276
45062	Escalonilla	1420
45063	Espinoso del Rey	425
45064	Esquivias	5628
45065	Estrella, La	215
45066	Fuensalida	11655
45067	Gálvez	3012
45068	Garciotum	202
45069	Gerindote	2339
45070	Guadamur	1784
45071	Guardia, La	2213
45072	Herencias, Las	772
45073	Herreruela de Oropesa	327
45074	Hinojosa de San Vicente	381
45075	Hontanar	136
45076	Hormigos	712
45077	Huecas	722
45078	Huerta de Valdecarábanos	1683
45079	Iglesuela del Tiétar, La	424
45080	Illán de Vacas	3
45081	Illescas	29558
45082	Lagartera	1354
45083	Layos	777
45084	Lillo	2561
45085	Lominchar	2475
45086	Lucillos	563
45087	Madridejos	10334
45088	Magán	3731
45089	Malpica de Tajo	1680
45090	Manzaneque	390
45091	Maqueda	443
45092	Marjaliza	243
45093	Marrupe	149
45094	Mascaraque	425
45095	Mata, La	817
45096	Mazarambroz	1244
45097	Mejorada	1261
45098	Menasalbas	2600
45099	Méntrida	5320
45100	Mesegar de Tajo	215
45101	Miguel Esteban	4788
45102	Mocejón	4963
45103	Mohedas de la Jara	400
45104	Montearagón	518
45105	Montesclaros	393
45106	Mora	9819
45107	Nambroca	4862
45108	Nava de Ricomalillo, La	519
45109	Navahermosa	3564
45110	Navalcán	1955
45111	Navalmoralejo	58
45112	Navalmorales, Los	2420
45113	Navalucillos, Los	2050
45114	Navamorcuende	598
45115	Noblejas	3652
45116	Noez	861
45117	Nombela	854
45118	Novés	3019
45119	Numancia de la Sagra	4985
45120	Nuño Gómez	125
45121	Ocaña	12437
45122	Olías del Rey	8120
45123	Ontígola	4540
45124	Orgaz	2605
45125	Oropesa	2626
45126	Otero	315
45127	Palomeque	1011
45128	Pantoja	3394
45129	Paredes de Escalona	112
45130	Parrillas	338
45131	Pelahustán	304
45132	Pepino	3128
45133	Polán	3872
45134	Portillo de Toledo	2231
45135	Puebla de Almoradiel, La	5073
45136	Puebla de Montalbán, La	7858
45137	Pueblanueva, La	2142
45138	Puente del Arzobispo, El	1225
45139	Puerto de San Vicente	148
45140	Pulgar	1491
45141	Quero	980
45142	Quintanar de la Orden	11148
45143	Quismondo	1564
45144	Real de San Vicente, El	919
45145	Recas	4504
45146	Retamoso de la Jara	103
45147	Rielves	749
45148	Robledo del Mazo	261
45149	Romeral, El	582
45150	San Bartolomé de las Abiertas	437
45151	San Martín de Montalbán	726
45152	San Martín de Pusa	629
45153	San Pablo de los Montes	1743
45154	San Román de los Montes	1921
45155	Santa Ana de Pusa	350
45156	Santa Cruz de la Zarza	4089
45157	Santa Cruz del Retamar	3302
45158	Santa Olalla	3279
45159	Sartajada	94
45160	Segurilla	1349
45161	Seseña	27066
45162	Sevilleja de la Jara	668
45163	Sonseca	11082
45164	Sotillo de las Palomas	175
45165	Talavera de la Reina	83663
45166	Tembleque	1966
45167	Toboso, El	1741
45168	Toledo	85811
45169	Torralba de Oropesa	197
45170	Torrecilla de la Jara	207
45171	Torre de Esteban Hambrán, La	1670
45172	Torrico	698
45173	Torrijos	13684
45174	Totanés	355
45175	Turleque	736
45176	Ugena	5467
45177	Urda	2477
45179	Valdeverdeja	549
45180	Valmojado	4371
45181	Velada	2903
45182	Ventas con Peña Aguilera, Las	1062
45183	Ventas de Retamosa, Las	3510
45184	Ventas de San Julián, Las	233
45185	Villacañas	9489
45186	Villa de Don Fadrique, La	3623
45187	Villafranca de los Caballeros	4876
45188	Villaluenga de la Sagra	3887
45189	Villamiel de Toledo	926
45190	Villaminaya	537
45191	Villamuelas	606
45192	Villanueva de Alcardete	3172
45193	Villanueva de Bogas	699
45194	Villarejo de Montalbán	71
45195	Villarrubia de Santiago	2514
45196	Villaseca de la Sagra	1851
45197	Villasequilla	2522
45198	Villatobas	2482
45199	Viso de San Juan, El	4828
45200	Yébenes, Los	5882
45201	Yeles	5555
45202	Yepes	5288
45203	Yuncler	4098
45204	Yunclillos	795
45205	Yuncos	11646
45901	Santo Domingo-Caudilla	1046
46001	Ademuz	1037
46002	Ador	1730
46003	Atzeneta d'Albaida	1162
46004	Agullent	2388
46005	Alaquàs	29711
46006	Albaida	5914
46007	Albal	16577
46008	Albalat de la Ribera	3326
46009	Albalat dels Sorells	4036
46010	Albalat dels Tarongers	1208
46011	Alberic	10519
46012	Alborache	1229
46013	Alboraia/Alboraya	24741
46014	Albuixech	4151
46015	Alcàsser	10196
46016	Alcàntera de Xúquer	1341
46017	Alzira	44938
46018	Alcublas	611
46019	Alcúdia, l'	12107
46020	Alcúdia de Crespins, l'	5113
46021	Aldaia	32204
46022	Alfafar	21395
46023	Alfauir	449
46024	Alfara de la Baronia	569
46025	Alfara del Patriarca	3282
46026	Alfarp	1571
46027	Alfarrasí	1219
46028	Algar de Palancia	491
46029	Algemesí	27430
46030	Algímia d'Alfara	1053
46031	Alginet	13827
46032	Almàssera	7438
46033	Almiserà	265
46034	Almoines	2477
46035	Almussafes	8979
46036	Alpuente	635
46037	Alqueria de la Comtessa, l'	1496
46038	Andilla	308
46039	Anna	2615
46040	Antella	1157
46041	Aras de los Olmos	359
46042	Aielo de Malferit	4625
46043	Aielo de Rugat	160
46044	Ayora	5283
46045	Barxeta	1586
46046	Barx	1303
46047	Bèlgida	679
46048	Bellreguard	4618
46049	Bellús	299
46050	Benagéber	180
46051	Benaguasil	11256
46052	Benavites	638
46053	Beneixida	627
46054	Benetússer	15000
46055	Beniarjó	1767
46056	Beniatjar	219
46057	Benicolet	574
46058	Benifairó de les Valls	2213
46059	Benifairó de la Valldigna	1558
46060	Benifaió	11989
46061	Beniflá	460
46062	Benigànim	5779
46063	Benimodo	2272
46064	Benimuslem	667
46065	Beniparrell	2015
46066	Benirredrà	1555
46067	Benissanó	2291
46068	Benissoda	432
46069	Benissuera	185
46070	Bétera	24604
46071	Bicorp	529
46072	Bocairent	4142
46073	Bolbaite	1324
46074	Bonrepòs i Mirambell	3738
46075	Bufali	156
46076	Bugarra	739
46077	Buñol	9498
46078	Burjassot	38632
46079	Calles	355
46080	Camporrobles	1198
46081	Canals	13516
46082	Canet d'En Berenguer	6765
46083	Carcaixent	20436
46084	Càrcer	1827
46085	Carlet	15740
46086	Carrícola	99
46087	Casas Altas	131
46088	Casas Bajas	163
46089	Casinos	2780
46090	Castelló de Rugat	2298
46091	Castellonet de la Conquesta	141
46092	Castielfabib	308
46093	Catadau	2804
46094	Catarroja	28608
46095	Caudete de las Fuentes	711
46096	Cerdà	331
46097	Cofrentes	1123
46098	Corbera	3088
46099	Cortes de Pallás	771
46100	Cotes	333
46101	Quart de les Valls	1024
46102	Quart de Poblet	25062
46103	Quartell	1655
46104	Quatretonda	2202
46105	Cullera	22521
46106	Chelva	1531
46107	Chella	2472
46108	Chera	469
46109	Cheste	8735
46110	Xirivella	30197
46111	Chiva	15414
46112	Chulilla	662
46113	Daimús	3196
46114	Domeño	673
46115	Dos Aguas	327
46116	Eliana, l'	18362
46117	Emperador	688
46118	Enguera	4777
46119	Ènova, l'	902
46120	Estivella	1441
46121	Estubeny	125
46122	Faura	3553
46123	Favara	2504
46124	Fontanars dels Alforins	959
46125	Fortaleny	1020
46126	Foios	7452
46127	Font d'En Carròs, la	3778
46128	Font de la Figuera, la	2027
46129	Fuenterrobles	694
46130	Gavarda	1042
46131	Gandia	75798
46132	Genovés, el	2778
46133	Gestalgar	548
46134	Gilet	3404
46135	Godella	13131
46136	Godelleta	3584
46137	Granja de la Costera, la	295
46138	Guadasséquies	456
46139	Guadassuar	5902
46140	Guardamar de la Safor	531
46141	Higueruelas	501
46142	Jalance	834
46143	Xeraco	5720
46144	Jarafuel	769
46145	Xàtiva	29623
46146	Xeresa	2197
46147	Llíria	23482
46148	Loriguilla	2035
46149	Losa del Obispo	505
46150	Llutxent	2326
46151	Llocnou d'En Fenollet	916
46152	Llocnou de la Corona	124
46153	Llocnou de Sant Jeroni	554
46154	Llanera de Ranes	1047
46155	Llaurí	1130
46156	Llombai	2653
46157	Llosa de Ranes, la	3642
46158	Macastre	1300
46159	Manises	31240
46160	Manuel	2436
46161	Marines	1848
46162	Massalavés	1610
46163	Massalfassar	2555
46164	Massamagrell	16163
46165	Massanassa	9782
46166	Meliana	10970
46167	Millares	331
46168	Miramar	2685
46169	Mislata	44320
46170	Mogente/Moixent	4307
46171	Moncada	22021
46172	Montserrat	8188
46173	Montaverner	1635
46174	Montesa	1155
